 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    8     ANOPLAN = 2024
  267                 184.00    168.00    157.00     96.00     64.00     55.00     48.00     74.00     65.00     78.00    101.00     75.00
  269                 302.00    289.00    595.00    894.00    778.00    589.00    378.00    297.00    181.00    167.00    255.00    364.00
  270                1174.00   1482.00   1069.00    838.00    345.00    217.00    167.00    144.00    125.00    108.00    162.00    422.00
  271                3714.00   7386.00   6393.00   6816.00   2454.00   1337.00    996.00    909.00    962.00    887.00   1077.00   1351.00
  273                2857.00   5550.00   4156.00   3790.00   1169.00    634.00    459.00    389.00    385.00    327.00    414.00    722.00
  274                3610.00   8007.00   7690.00   8197.00   3579.00   1401.00    865.00    740.00    712.00    611.00    767.00   1147.00
  275                5893.00  15452.00  18398.00  21549.00  10882.00   3725.00   2096.00   1804.00   1702.00   1473.00   1835.00   2435.00
  276                1927.00   6285.00   9040.00  11272.00   6165.00   1962.00   1039.00    898.00    836.00    727.00    902.00   1087.00
  277                 192.00    234.00    321.00    562.00    346.00    290.00    190.00    163.00    136.00    128.00    116.00    122.00
  278                 167.00     99.00    176.00    210.00     66.00     42.00     36.00     47.00     40.00     45.00     53.00     96.00
  279                 396.00    682.00    608.00   1094.00    367.00    112.00     43.00     65.00     44.00     49.00     56.00    129.00
  280                 789.00    696.00   1015.00   1894.00   2063.00   1468.00    927.00    502.00    267.00    142.00    100.00    260.00
  281                  71.00     74.00     89.00     93.00     68.00     65.00     62.00     62.00     62.00     66.00     65.00     67.00
  282                  75.00     74.00     78.00    101.00     63.00     55.00     55.00     54.00     54.00     60.00     63.00     67.00
  283                  87.00    160.00     70.00     43.00     24.00     16.00     10.00     30.00     27.00      9.00     10.00      7.00
  284                 256.00    160.00    140.00    229.00   2647.00   1192.00    361.00    119.00   1421.00   1236.00   1478.00    378.00
  285               15168.00  21566.00  29524.00  22033.00  16745.00  10179.00   5870.00   5701.00   3314.00   3141.00   4638.00  12679.00
  286                  86.00     56.00    119.00     61.00    190.00    120.00    160.00     72.00     76.00    377.00    402.00    157.00
  287               15192.00  21674.00  29879.00  22415.00  16976.00  10467.00   6030.00   5882.00   3449.00   3262.00   4664.00  12707.00
  288                3564.00   8799.00  11379.00  15514.00  11481.00   3876.00   1639.00   1374.00    951.00    798.00    809.00   1270.00
  289                  49.00     48.00     52.00     66.00     41.00     36.00     36.00     35.00     35.00     40.00     41.00     44.00
